FID;cod_aldeia;nome_aldeia;cod_ti;cod_municipio;data_cadastro;flag_ativo;nome_cr;the_geom;nommunic;nomuf;undadm_codigo;coord_lat;coord_long
aldeias_pontos.fid--75d69c06_18603bad6f5_-18c7;3261;JUUNDIÁ;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-70.0047277778 0.542752777778);São Gabriel da Cachoeira;Amazonas;30202001885;54275278;-7000472778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1763;3389;LOURO;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.0682916667 0.479538888889);São Gabriel da Cachoeira;Amazonas;30202001885;47953889;-6906829167
aldeias_pontos.fid--75d69c06_18603bad6f5_-175f;3411;LURÁ;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.5362 1.04175555556);São Gabriel da Cachoeira;Amazonas;30202001885;104175556;-675362
aldeias_pontos.fid--75d69c06_18603bad6f5_-16e6;3393;MARABITANA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.8335805556 0.433572222222);São Gabriel da Cachoeira;Amazonas;30202001885;43357222;-6883358056
aldeias_pontos.fid--75d69c06_18603bad6f5_-16e5;3281;MARACAJÁ;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.6928305556 0.229047222222);São Gabriel da Cachoeira;Amazonas;30202001885;22904722;-6969283056
aldeias_pontos.fid--75d69c06_18603bad6f5_-169b;3285;MATAPI I;1101;1303809;14/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6849166667 0.0301555555556);São Gabriel da Cachoeira;Amazonas;30202001885;3015556;-6868491667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1686;3223;MATUCA PONTA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.3538361111 1.45506666667);São Gabriel da Cachoeira;Amazonas;30202001885;145506667;-6835383611
aldeias_pontos.fid--75d69c06_18603bad6f5_-166e;3265;MEIO FRANCO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-70.0421666667 0.558688888889);São Gabriel da Cachoeira;Amazonas;30202001885;55868889;-7004216667
aldeias_pontos.fid--75d69c06_18603bad6f5_-166b;3269;MERCES;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.8962083333 0.272925);São Gabriel da Cachoeira;Amazonas;30202001885;272925;-6989620833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1655;3230;MIRAPIRERA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1427138889 0.843188888889);São Gabriel da Cachoeira;Amazonas;30202001885;84318889;-6914271389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1654;3402;MIRARAPECUMA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.6058972222 0.113636111111);São Gabriel da Cachoeira;Amazonas;30202001885;11363611;-6760589722
aldeias_pontos.fid--75d69c06_18603bad6f5_-164d;3235;MIRITI;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1923555556 0.621877777778);São Gabriel da Cachoeira;Amazonas;30202001885;62187778;-6919235556
aldeias_pontos.fid--75d69c06_18603bad6f5_-15b3;3408;NAZARE;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.8502888889 1.21643611111);São Gabriel da Cachoeira;Amazonas;30202001885;121643611;-6785028889
aldeias_pontos.fid--75d69c06_18603bad6f5_-142e;3388;PARANA JUCA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1031805556 0.407486111111);São Gabriel da Cachoeira;Amazonas;30202001885;40748611;-6910318056
aldeias_pontos.fid--75d69c06_18603bad6f5_-1378;3231;PIRANHA PANTA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1691277778 0.751213888889);São Gabriel da Cachoeira;Amazonas;30202001885;75121389;-6916912778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1346;3283;PONTA DO VIADO;1101;1303809;14/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.8999 0.0881611111111);São Gabriel da Cachoeira;Amazonas;30202001885;8816111;-688999
aldeias_pontos.fid--75d69c06_18603bad6f5_-12ee;3276;PUNYIA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-70.0429722222 0.260077777778);São Gabriel da Cachoeira;Amazonas;30202001885;26007778;-7004297222
aldeias_pontos.fid--75d69c06_18603bad6f5_-12ea;3221;PUPUNHA RUBITÁ;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6057972222 1.41611944444);São Gabriel da Cachoeira;Amazonas;30202001885;141611944;-6860579722
aldeias_pontos.fid--75d69c06_18603bad6f5_-12c9;3267;RAIAS;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.8421416667 0.317825);São Gabriel da Cachoeira;Amazonas;30202001885;317825;-6984214167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1212;3244;SANTA LUZIA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.3564277778 0.613788888889);São Gabriel da Cachoeira;Amazonas;30202001885;61378889;-6935642778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1207;3236;SANTA MARIA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.2026583333 0.603180555556);São Gabriel da Cachoeira;Amazonas;30202001885;60318056;-6920265833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1204;3253;SANTA MARTA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.6170444444 0.562455555556);São Gabriel da Cachoeira;Amazonas;30202001885;56245556;-6961704444
aldeias_pontos.fid--75d69c06_18603bad6f5_-11a5;3394;SÃO FRANCISCO;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.78375 0.350863888889);São Gabriel da Cachoeira;Amazonas;30202001885;35086389;-6878375
aldeias_pontos.fid--75d69c06_18603bad6f5_-1190;3246;SÃO GABRIEL;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.5274388889 0.706402777778);São Gabriel da Cachoeira;Amazonas;30202001885;70640278;-6952743889
aldeias_pontos.fid--75d69c06_18603bad6f5_-118a;3254;SÃO JOÃO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.6534194444 0.539066666667);São Gabriel da Cachoeira;Amazonas;30202001885;53906667;-6965341944
aldeias_pontos.fid--75d69c06_18603bad6f5_-1183;3280;SÃO JOÃO I;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.7567333333 0.209813888889);São Gabriel da Cachoeira;Amazonas;30202001885;20981389;-6975673333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1173;3392;SÃO JOSE;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.8985277778 0.414719444444);São Gabriel da Cachoeira;Amazonas;30202001885;41471944;-6889852778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1151;3390;SÃO LUIZ;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.0682916667 0.479538888889);São Gabriel da Cachoeira;Amazonas;30202001885;47953889;-6906829167
aldeias_pontos.fid--75d69c06_18603bad6f5_-1144;3266;SÃO MIGUEL;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-70.0382944444 0.535652777778);São Gabriel da Cachoeira;Amazonas;30202001885;53565278;-7003829444
aldeias_pontos.fid--75d69c06_18603bad6f5_-113e;3252;SÃO PAULO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.5864888889 0.643113888889);São Gabriel da Cachoeira;Amazonas;30202001885;64311389;-6958648889
aldeias_pontos.fid--75d69c06_18603bad6f5_-113b;3287;SÃO PAULO I;1101;1303809;14/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.4845583333 0.0466138888889);São Gabriel da Cachoeira;Amazonas;30202001885;4661389;-6848455833
aldeias_pontos.fid--75d69c06_18603bad6f5_-110b;3401;SÃO TOMÉ;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-67.9443666667 0.175211111111);São Gabriel da Cachoeira;Amazonas;30202001885;17521111;-6794436667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1096;3218;SIUCY CACHOEIRA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.8865527778 1.621225);São Gabriel da Cachoeira;Amazonas;30202001885;1621225;-6888655278
aldeias_pontos.fid--75d69c06_18603bad6f5_-1058;3234;TAIAÇU;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1641333333 0.647625);São Gabriel da Cachoeira;Amazonas;30202001885;647625;-6916413333
aldeias_pontos.fid--75d69c06_18603bad6f5_-101b;3248;TARACUÁ;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.5618972222 0.678808333333);São Gabriel da Cachoeira;Amazonas;30202001885;67880833;-6956189722
aldeias_pontos.fid--75d69c06_18603bad6f5_-f8b;3270;TRAIRA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-70.0189055556 0.260961111111);São Gabriel da Cachoeira;Amazonas;30202001885;26096111;-7001890556
aldeias_pontos.fid--75d69c06_18603bad6f5_-f69;3278;TROVÃO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.8154805556 0.0825333333333);São Gabriel da Cachoeira;Amazonas;30202001885;8253333;-6981548056
aldeias_pontos.fid--75d69c06_18603bad6f5_-f5a;3220;TUCUMÃ RUPITÁ;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.7134583333 1.50530833333);São Gabriel da Cachoeira;Amazonas;30202001885;150530833;-6871345833
aldeias_pontos.fid--75d69c06_18603bad6f5_-f59;3247;TUCUNARE DE BAIXO;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.5357722222 0.677177777778);São Gabriel da Cachoeira;Amazonas;30202001885;67717778;-6953577222
aldeias_pontos.fid--75d69c06_18603bad6f5_-f52;3398;TUIUCA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.5784944444 0.293277777778);São Gabriel da Cachoeira;Amazonas;30202001885;29327778;-6857849444
aldeias_pontos.fid--75d69c06_18603bad6f5_-f31;3226;UAPUI CACHOEIRA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.21005 1.20004444444);São Gabriel da Cachoeira;Amazonas;30202001885;120004444;-6921005
aldeias_pontos.fid--75d69c06_18603bad6f5_-f30;3385;UARAÇU;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1303444444 0.518127777778);São Gabriel da Cachoeira;Amazonas;30202001885;51812778;-6913034444
aldeias_pontos.fid--75d69c06_18603bad6f5_-f2b;3256;UINAPIXUNA;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.8676611111 0.575477777778);São Gabriel da Cachoeira;Amazonas;30202001885;57547778;-6986766111
aldeias_pontos.fid--75d69c06_18603bad6f5_-f22;3232;UMARI;1101;1303809;13/09/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1763972222 0.717983333333);São Gabriel da Cachoeira;Amazonas;30202001885;71798333;-6917639722
aldeias_pontos.fid--75d69c06_18603bad6f5_-f18;3386;URAÇU;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-69.1316777778 0.474802777778);São Gabriel da Cachoeira;Amazonas;30202001885;47480278;-6913167778
aldeias_pontos.fid--75d69c06_18603bad6f5_-f11;3396;URUBUQUARA;1101;1303809;09/10/2018;A;COORDENACAO REGIONAL DO RIO NEGRO;POINT (-68.6697166667 0.302394444444);São Gabriel da Cachoeira;Amazonas;30202001885;30239444;-6866971667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1e4b;656;Apuí;1201;1200344;20/07/2016;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.7448722222 -9.11228055556);Manoel Urbano;Acre;30202001845;-911228056;-6974487222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d5e;4782;Beija flor;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2061111111 -9.14861111111);Santa Rosa do Purus;Acre;30202001845;-914861111;-7020611111
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d4d;4783;Bela Vista;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.8272222222 -9.15777777778);Santa Rosa do Purus;Acre;30202001845;-915777778;-6982722222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1d29;4784;Boaçu;1201;1200344;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.78 -9.115);Manoel Urbano;Acre;30202001845;-9115;-6978
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bed;4785;Canamari;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.4152777778 -9.35666666667);Santa Rosa do Purus;Acre;30202001845;-935666667;-7041527778
aldeias_pontos.fid--75d69c06_18603bad6f5_-1bb4;4786;Carolina;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3616666667 -9.30527777778);Santa Rosa do Purus;Acre;30202001845;-930527778;-7036166667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1b12;4787;Cumaru;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2916666667 -9.25083333333);Santa Rosa do Purus;Acre;30202001845;-925083333;-7029166667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1add;4788;Dois Irmãos;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.1394444444 -9.13666666667);Santa Rosa do Purus;Acre;30202001845;-913666667;-7013944444
aldeias_pontos.fid--75d69c06_18603bad6f5_-1a8f;4789;Extrema;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3408333333 -9.29472222222);Santa Rosa do Purus;Acre;30202001845;-929472222;-7034083333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1990;654;Ipiranga Nova;1201;1200435;19/07/2016;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.8267305556 -9.12652222222);Santa Rosa do Purus;Acre;30202001845;-912652222;-6982673056
aldeias_pontos.fid--75d69c06_18603bad6f5_-198f;4790;Ipiranga Velha;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.8267305556 -9.12638888889);Santa Rosa do Purus;Acre;30202001845;-912638889;-6982673056
aldeias_pontos.fid--75d69c06_18603bad6f5_-172b;4791;Maloca;1201;1200344;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.9076361111 -9.28070555556);Manoel Urbano;Acre;30202001845;-928070556;-6990763611
aldeias_pontos.fid--75d69c06_18603bad6f5_-16b7;4792;Maronawa;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3388861111 -9.27733888889);Santa Rosa do Purus;Acre;30202001845;-927733889;-7033888611
aldeias_pontos.fid--75d69c06_18603bad6f5_-161d;4793;Monte Sião;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.1963083333 -9.17188333333);Santa Rosa do Purus;Acre;30202001845;-917188333;-7019630833
aldeias_pontos.fid--75d69c06_18603bad6f5_-160d;4794;Morada Nova;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.9290472222 -9.08089166667);Santa Rosa do Purus;Acre;30202001845;-908089167;-6992904722
aldeias_pontos.fid--75d69c06_18603bad6f5_-15b2;4797;Nazaré;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3866666667 -9.317125);Santa Rosa do Purus;Acre;30202001845;-9317125;-7038666667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1577;4798;Nova Aliança;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.9254111111 -9.08943055556);Santa Rosa do Purus;Acre;30202001845;-908943056;-6992541111
aldeias_pontos.fid--75d69c06_18603bad6f5_-156e;4799;Nova Canaã;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.106275 -9.13538333333);Santa Rosa do Purus;Acre;30202001845;-913538333;-70106275
aldeias_pontos.fid--75d69c06_18603bad6f5_-1542;4800;Nova Família;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.9237416667 -9.10055555556);Santa Rosa do Purus;Acre;30202001845;-910055556;-6992374167
aldeias_pontos.fid--75d69c06_18603bad6f5_-153e;4801;Nova Fortaleza;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.9788166667 -9.10703888889);Santa Rosa do Purus;Acre;30202001845;-910703889;-6997881667
aldeias_pontos.fid--75d69c06_18603bad6f5_-153b;4802;Nova Fronteira;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.9967833333 -9.08676111111);Santa Rosa do Purus;Acre;30202001845;-908676111;-6999678333
aldeias_pontos.fid--75d69c06_18603bad6f5_-1535;4803;Nova Jericó;1201;1200435;30/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.9009472222 -9.10271388889);Santa Rosa do Purus;Acre;30202001845;-910271389;-6990094722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1525;4808;Nova Liberdade;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.8961138889 -9.11476111111);Santa Rosa do Purus;Acre;30202001845;-911476111;-6989611389
aldeias_pontos.fid--75d69c06_18603bad6f5_-1520;4809;Nova Moema;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.0704333333 -9.11025277778);Santa Rosa do Purus;Acre;30202001845;-911025278;-7007043333
aldeias_pontos.fid--75d69c06_18603bad6f5_-151d;4810;Nova Mudança;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2796861111 -9.20157777778);Santa Rosa do Purus;Acre;30202001845;-920157778;-7027968611
aldeias_pontos.fid--75d69c06_18603bad6f5_-151b;4811;Nova Nazaré;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3925666667 -9.32949722222);Santa Rosa do Purus;Acre;30202001845;-932949722;-7039256667
aldeias_pontos.fid--75d69c06_18603bad6f5_-150e;4812;Nova Vera;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3526722222 -9.29284444444);Santa Rosa do Purus;Acre;30202001845;-929284444;-7035267222
aldeias_pontos.fid--75d69c06_18603bad6f5_-150d;4813;Nova Vida;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2629333333 -9.20957222222);Santa Rosa do Purus;Acre;30202001845;-920957222;-7026293333
aldeias_pontos.fid--75d69c06_18603bad6f5_-14e6;4814;Novo Lugar;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.0441777778 -9.11207222222);Santa Rosa do Purus;Acre;30202001845;-911207222;-7004417778
aldeias_pontos.fid--75d69c06_18603bad6f5_-14e3;4815;Novo Marinho;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2225722222 -9.171375);Santa Rosa do Purus;Acre;30202001845;-9171375;-7022257222
aldeias_pontos.fid--75d69c06_18603bad6f5_-14cc;4816;Novo Recreio;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.94085 -9.08660277778);Santa Rosa do Purus;Acre;30202001845;-908660278;-6994085
aldeias_pontos.fid--75d69c06_18603bad6f5_-14c8;4817;Novo Repouso;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.8642 -9.12185);Santa Rosa do Purus;Acre;30202001845;-912185;-698642
aldeias_pontos.fid--75d69c06_18603bad6f5_-1445;4818;Parada Sobral;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3313666667 -9.26326666667);Santa Rosa do Purus;Acre;30202001845;-926326667;-7033136667
aldeias_pontos.fid--75d69c06_18603bad6f5_-13e4;4819;Paxiúba;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2920583333 -9.22232777778);Santa Rosa do Purus;Acre;30202001845;-922232778;-7029205833
aldeias_pontos.fid--75d69c06_18603bad6f5_-1331;4820;Porto Alegre;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2372361111 -9.16141111111);Santa Rosa do Purus;Acre;30202001845;-916141111;-7023723611
aldeias_pontos.fid--75d69c06_18603bad6f5_-131c;4821;Porto Rico;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2477055556 -9.18254166667);Santa Rosa do Purus;Acre;30202001845;-918254167;-7024770556
aldeias_pontos.fid--75d69c06_18603bad6f5_-1310;4822;Povo Vencedor;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.1994722222 -9.16261944444);Santa Rosa do Purus;Acre;30202001845;-916261944;-7019947222
aldeias_pontos.fid--75d69c06_18603bad6f5_-1308;4823;Prainha;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.4148388889 -9.34091944444);Santa Rosa do Purus;Acre;30202001845;-934091944;-7041483889
aldeias_pontos.fid--75d69c06_18603bad6f5_-127b;4824;Riozinho;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3866666667 -9.34739166667);Santa Rosa do Purus;Acre;30202001845;-934739167;-7038666667
aldeias_pontos.fid--75d69c06_18603bad6f5_-1252;4825;Salão Branco;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.35735 -9.32036111111);Santa Rosa do Purus;Acre;30202001845;-932036111;-7035735
aldeias_pontos.fid--75d69c06_18603bad6f5_-1251;4826;Salão Velho;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3571972222 -9.32872222222);Santa Rosa do Purus;Acre;30202001845;-932872222;-7035719722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1217;657;Santa Júlia;1201;1200344;20/07/2016;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.7659111111 -9.100225);Manoel Urbano;Acre;30202001845;-9100225;-6976591111
aldeias_pontos.fid--75d69c06_18603bad6f5_-120c;4827;Santa Maria;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.1657361111 -9.12805);Santa Rosa do Purus;Acre;30202001845;-912805;-7016573611
aldeias_pontos.fid--75d69c06_18603bad6f5_-11e7;4828;Santo Amaro;1201;1200344;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-69.8417361111 -9.14940555556);Manoel Urbano;Acre;30202001845;-914940556;-6984173611
aldeias_pontos.fid--75d69c06_18603bad6f5_-11db;4829;Santo Antônio;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2836833333 -9.21395);Santa Rosa do Purus;Acre;30202001845;-921395;-7028368333
aldeias_pontos.fid--75d69c06_18603bad6f5_-11a7;4830;São Francisco;1201;1200435;31/03/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.1569055556 -9.14485);Santa Rosa do Purus;Acre;30202001845;-914485;-7015690556
aldeias_pontos.fid--75d69c06_18603bad6f5_-110a;4834;São Vicente;1201;1200435;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.2659972222 -9.19115277778);Santa Rosa do Purus;Acre;30202001845;-919115278;-7026599722
aldeias_pontos.fid--75d69c06_18603bad6f5_-10e4;4835;Seis de Julho;1201;1200435;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.0988472222 -9.11268055556);Santa Rosa do Purus;Acre;30202001845;-911268056;-7009884722
aldeias_pontos.fid--75d69c06_18603bad6f5_-1091;4836;Sobral;1201;1200435;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.327275 -9.248025);Santa Rosa do Purus;Acre;30202001845;-9248025;-70327275
aldeias_pontos.fid--75d69c06_18603bad6f5_-f5f;4837;Tucandeira;1201;1200435;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.1783666667 -9.14891111111);Santa Rosa do Purus;Acre;30202001845;-914891111;-7017836667
aldeias_pontos.fid--75d69c06_18603bad6f5_-ebd;4838;Vista Alegre;1201;1200435;04/04/2022;A;COORDENACAO REGIONAL ALTO PURUS;POINT (-70.3720083333 -9.32607222222);Santa Rosa do Purus;Acre;30202001845;-932607222;-7037200833
aldeias_pontos.fid--75d69c06_18603bad6f5_-fd1;3549;TERRA DOS MACACOS;1301;1302405;25/10/2018;A;COORDENACAO REGIONAL MÉDIO PURUS;POINT (-66.3163694444 -8.03949444444);Lábrea;Amazonas;30202001878;-803949444;-6631636944
